Version1,Version2,Hungarian
2007-08-14_16-55-01,2007-08-15_20-42-52,0.780161867118389
2007-08-15_20-42-52,2007-08-16_18-27-47,0.7745069745069745
2007-08-16_18-27-47,2007-08-17_19-21-12,0.7748917748917747
2007-08-17_19-21-12,2007-08-18_15-48-00,0.7918229918229917
2007-08-18_15-48-00,2007-08-19_21-24-37,0.7529100529100528
2007-08-19_21-24-37,2007-08-20_17-27-40,0.769908386187456
2007-08-20_17-27-40,2007-08-21_11-18-25,0.6874541452677916
2007-08-21_11-18-25,2007-08-22_18-14-44,0.7658494971264368
2007-08-22_18-14-44,2007-08-23_14-11-30,0.7660538353272343
2007-08-23_14-11-30,2007-08-24_21-46-24,0.7048733286418016
2007-08-24_21-46-24,2007-08-25_22-16-04,0.6241690408357073
2007-08-25_22-16-04,2007-08-26_18-23-13,0.7850585628363405
2007-08-26_18-23-13,2007-08-27_17-02-19,0.7703962703962705
2007-08-27_17-02-19,2007-08-28_20-04-15,0.789316239316239
2007-08-28_20-04-15,2007-08-29_18-34-26,0.7778540903540904
2007-08-29_18-34-26,2007-08-31_21-45-52,0.7890720390720387
2007-08-31_21-45-52,2007-09-02_22-12-07,0.7906371406371403
2007-09-02_22-12-07,2007-09-03_20-05-58,0.7751359751359752
2007-09-03_20-05-58,2007-09-04_19-33-22,0.7741769547325104
2007-09-04_19-33-22,2007-09-05_15-45-51,0.774149330753104
2007-09-05_15-45-51,2007-09-06_17-52-22,0.7426358363858363
2007-09-06_17-52-22,2007-09-07_20-28-25,0.7543116605616608
2007-09-07_20-28-25,2007-09-08_17-42-00,0.7253143151238881
2007-09-08_17-42-00,2007-09-09_14-11-11,0.7411219763252702
2007-09-09_14-11-11,2007-09-10_17-17-01,0.8169470109768616
2007-09-10_17-17-01,2007-09-11_16-28-14,0.795072257758825
2007-09-11_16-28-14,2007-09-13_20-20-44,0.8252806050609486
2007-09-13_20-20-44,2007-09-15_13-28-30,0.7688879967884384
2007-09-15_13-28-30,2007-09-16_19-41-40,0.7471179883945843
2007-09-16_19-41-40,2007-09-20_19-44-10,0.7890577507598786
2007-09-20_19-44-10,2007-09-21_22-48-02,0.7095465574764933
2007-09-21_22-48-02,2007-09-22_21-37-27,0.7935244161358809
2007-09-22_21-37-27,2007-09-23_18-34-49,0.8132451412706191
2007-09-23_18-34-49,2007-09-24_20-14-32,0.7233326012153161
2007-09-24_20-14-32,2007-09-25_18-35-28,0.8303316494618934
2007-09-25_18-35-28,2007-09-26_18-18-59,0.7046269858701223
2007-09-26_18-18-59,2007-09-27_20-49-57,0.7780529999213651
2007-09-27_20-49-57,2007-09-28_23-45-56,0.8034356301872226
2007-09-28_23-45-56,2007-09-29_23-26-52,0.7757961783439492
2007-09-29_23-26-52,2007-09-30_23-50-48,0.7563228666145193
2007-09-30_23-50-48,2007-10-01_18-04-42,0.7513316199202892
2007-10-01_18-04-42,2007-10-02_10-17-56,0.8196873190503763
2007-10-02_10-17-56,2007-10-05_22-11-06,0.7670766527564242
2007-10-05_22-11-06,2007-10-06_20-47-53,0.7634160626693023
2007-10-06_20-47-53,2007-10-07_21-00-41,0.7854006163328193
2007-10-07_21-00-41,2007-10-08_22-16-14,0.7674400970579313
2007-10-08_22-16-14,2007-10-09_18-08-04,0.8246132848043676
2007-10-09_18-08-04,2007-10-10_20-53-41,0.8038747346072187
2007-10-10_20-53-41,2007-10-11_19-53-10,0.8115332120109192
2007-10-11_19-53-10,2007-10-13_03-36-03,0.7703281558460907
2007-10-13_03-36-03,2007-10-14_07-57-26,0.7586975914362178
2007-10-14_07-57-26,2007-10-15_22-09-15,0.7760184359203095
2007-10-15_22-09-15,2007-10-16_23-00-50,0.7696625037169196
2007-10-16_23-00-50,2007-10-17_14-33-31,0.7908595641646491
2007-10-17_14-33-31,2007-10-18_23-27-46,0.7932648746602233
2007-10-18_23-27-46,2007-10-19_21-49-48,0.7849115388895073
2007-10-19_21-49-48,2007-10-20_19-20-22,0.7510478097993399
2007-10-20_19-20-22,2007-10-21_23-24-42,0.8004071725001958
2007-10-21_23-24-42,2007-10-22_15-53-34,0.783637873754153
2007-10-22_15-53-34,2007-10-29_21-21-27,0.7267932489451475
2007-10-29_21-21-27,2007-10-30_19-54-39,0.7952023753711516
2007-10-30_19-54-39,2007-11-02_23-31-10,0.7742616033755274
2007-11-02_23-31-10,2007-11-04_15-57-35,0.8111259160559627
2007-11-04_15-57-35,2007-11-05_23-09-03,0.8073506551188095
2007-11-05_23-09-03,2007-11-06_11-34-03,0.7832556073728625
2007-11-06_11-34-03,2007-11-07_16-01-28,0.7745206899104303
2007-11-07_16-01-28,2007-11-08_21-11-43,0.7839958546154416
2007-11-08_21-11-43,2007-11-10_03-24-21,0.7509808275964174
2007-11-10_03-24-21,2007-11-11_06-35-41,0.7810913251805766
2007-11-11_06-35-41,2007-11-12_21-21-35,0.7791246513623685
2007-11-12_21-21-35,2007-11-13_22-23-57,0.8106916817359852
2007-11-13_22-23-57,2007-11-14_23-48-35,0.7722556390977441
2007-11-14_23-48-35,2007-11-15_17-47-45,0.7488574377119267
2007-11-15_17-47-45,2007-11-16_20-35-30,0.7592879256965944
2007-11-16_20-35-30,2007-11-17_19-11-05,0.8343448490507314
2007-11-17_19-11-05,2007-11-18_22-56-25,0.717050209205021
2007-11-18_22-56-25,2007-11-19_09-04-22,0.7624128312412829
2007-11-19_09-04-22,2007-11-22_21-41-14,0.7452850877192981
2007-11-22_21-41-14,2007-11-23_23-39-01,0.7543753543753543
2007-11-23_23-39-01,2007-11-24_04-49-07,0.7858883647798741
2007-11-24_04-49-07,2007-11-25_12-53-25,0.7960224375318714
2007-11-25_12-53-25,2007-11-26_18-29-52,0.7803318558035537
2007-11-26_18-29-52,2007-11-27_09-42-33,0.763938763938764
2007-11-27_09-42-33,2007-11-28_19-25-32,0.7839727839727839
2007-11-28_19-25-32,2007-11-29_08-17-45,0.7760452760452757
2007-11-29_08-17-45,2007-11-30_07-29-05,0.7569457569457569
2007-11-30_07-29-05,2007-12-02_08-56-53,0.7664654847227461
2007-12-02_08-56-53,2007-12-03_10-45-14,0.8079760258183492
2007-12-03_10-45-14,2007-12-04_21-44-52,0.8313739050253571
2007-12-04_21-44-52,2007-12-09_10-07-39,0.7836451890706959
2007-12-09_10-07-39,2007-12-10_08-40-29,0.7680263054881389
2007-12-10_08-40-29,2007-12-11_13-15-11,0.8000861191575981
2007-12-11_13-15-11,2007-12-13_00-15-50,0.8085523282618717
2007-12-13_00-15-50,2007-12-16_17-22-33,0.8016597510373442
2007-12-16_17-22-33,2007-12-20_21-11-38,0.8133911731422107
2007-12-20_21-11-38,2007-12-21_22-18-16,0.7719379130167512
2007-12-21_22-18-16,2007-12-22_19-57-28,0.790651377607899
2007-12-22_19-57-28,2007-12-23_02-36-51,0.7919652810957161
2007-12-23_02-36-51,2007-12-24_17-33-56,0.7780117609663064
2007-12-24_17-33-56,2007-12-25_16-08-53,0.7462408990186767
2007-12-25_16-08-53,2007-12-26_21-49-33,0.7644615265160337
2007-12-26_21-49-33,2007-12-28_17-04-42,0.754872272691979
2007-12-28_17-04-42,2007-12-29_02-16-23,0.7668566001899335
2007-12-29_02-16-23,2007-12-30_20-13-39,0.7465178854067743
2007-12-30_20-13-39,2008-01-02_19-55-04,0.7575182019626462
2008-01-02_19-55-04,2008-01-03_12-13-42,0.7752248132906568
2008-01-03_12-13-42,2008-01-04_20-10-51,0.771604938271605
2008-01-04_20-10-51,2008-01-05_03-26-41,0.7184473511594707
2008-01-05_03-26-41,2008-01-06_06-27-17,0.7686408683341198
2008-01-06_06-27-17,2008-01-07_19-06-47,0.7794440657426341
2008-01-07_19-06-47,2008-01-08_20-32-12,0.6787093842308566
2008-01-08_20-32-12,2008-01-09_23-00-00,0.7573540978448954
2008-01-09_23-00-00,2008-01-11_20-52-45,0.7486628913009281
2008-01-11_20-52-45,2008-01-13_18-43-50,0.7459877800407334
2008-01-13_18-43-50,2008-01-14_16-10-11,0.8276578411405295
2008-01-14_16-10-11,2008-01-17_11-05-09,0.774297352342159
2008-01-17_11-05-09,2008-01-18_20-41-24,0.716185455852402
2008-01-18_20-41-24,2008-01-19_11-27-11,0.7864345738295317
2008-01-19_11-27-11,2008-01-23_18-48-26,0.8148059223689473
2008-01-23_18-48-26,2008-01-24_22-49-15,0.7741624951867541
2008-01-24_22-49-15,2008-01-25_22-46-34,0.7408548324990372
2008-01-25_22-46-34,2008-01-27_23-41-34,0.790448979591837
2008-01-27_23-41-34,2008-01-28_22-57-10,0.7742682926829267
2008-01-28_22-57-10,2008-01-29_10-33-34,0.7619918699186993
2008-01-29_10-33-34,2008-02-01_23-25-32,0.7083990684396363
2008-02-01_23-25-32,2008-02-02_19-05-36,0.7161745924423412
2008-02-02_19-05-36,2008-02-03_23-52-41,0.8179123108129194
2008-02-03_23-52-41,2008-02-04_13-23-53,0.7513176991826447
2008-02-04_13-23-53,2008-02-07_22-44-27,0.7798869452295473
2008-02-07_22-44-27,2008-02-08_18-24-54,0.6937279287578689
2008-02-08_18-24-54,2008-02-09_11-39-00,0.7473962264150945
2008-02-09_11-39-00,2008-02-10_19-44-20,0.7303773584905662
2008-02-10_19-44-20,2008-02-11_18-10-06,0.75252
2008-02-11_18-10-06,2008-02-12_19-01-34,0.7745714285714285
2008-02-12_19-01-34,2008-02-13_18-10-46,0.7685306122448978
2008-02-13_18-10-46,2008-02-14_20-37-54,0.74921568627451
2008-02-14_20-37-54,2008-02-15_16-20-26,0.7542905301869444
2008-02-15_16-20-26,2008-02-16_23-40-47,0.7369628383544883
2008-02-16_23-40-47,2008-02-17_15-14-04,0.7347117296222665
2008-02-17_15-14-04,2008-02-18_23-24-46,0.6646814006888634
2008-02-18_23-24-46,2008-02-19_23-42-22,0.695970695970696
2008-02-19_23-42-22,2008-02-20_22-57-24,0.7849648070907194
2008-02-20_22-57-24,2008-02-21_04-35-14,0.8088103470354719
2008-02-21_04-35-14,2008-02-22_23-21-31,0.8167178896145472
2008-02-22_23-21-31,2008-02-23_12-22-17,0.6685555128697658
2008-02-23_12-22-17,2008-02-24_23-32-36,0.685151515151515
2008-02-24_23-32-36,2008-02-25_23-24-32,0.8025974025974026
2008-02-25_23-24-32,2008-02-26_21-13-17,0.7934275343531242
2008-02-26_21-13-17,2008-02-27_21-42-13,0.6303910245834017
2008-02-27_21-42-13,2008-02-28_21-30-22,0.8383448792360981
2008-02-28_21-30-22,2008-02-29_07-46-19,0.7758846657929226
2008-02-29_07-46-19,2008-03-01_19-29-56,0.7788803594832429
2008-03-01_19-29-56,2008-03-02_19-57-53,0.7852477064220185
2008-03-02_19-57-53,2008-03-05_22-01-45,0.7644036697247707
2008-03-05_22-01-45,2008-03-06_16-26-12,0.7755850964238908
2008-03-06_16-26-12,2008-03-12_23-19-35,0.7946077513574238
2008-03-12_23-19-35,2008-03-17_22-01-42,0.6944209636517326
2008-03-17_22-01-42,2008-03-18_03-13-25,0.7855751190648003
2008-03-18_03-13-25,2008-03-19_23-37-32,0.7627022825242031
2008-03-19_23-37-32,2008-03-20_21-19-35,0.8542152498056677
2008-03-20_21-19-35,2008-03-21_21-22-24,0.7861155698234352
2008-03-21_21-22-24,2008-03-22_17-46-43,0.7897271268057786
2008-03-22_17-46-43,2008-03-23_23-40-18,0.8452052858455235
2008-03-23_23-40-18,2008-03-24_21-19-51,0.8228603134970176
2008-03-24_21-19-51,2008-03-25_14-15-39,0.7000000000000001
2008-03-25_14-15-39,2008-03-26_20-06-24,0.6976040781648257
2008-03-26_20-06-24,2008-03-27_22-45-44,0.815123194562447
2008-03-27_22-45-44,2008-03-28_22-11-49,0.8129110418830043
2008-03-28_22-11-49,2008-03-29_17-59-27,0.7476767107856944
2008-03-29_17-59-27,2008-03-30_15-56-38,0.812006145741879
2008-03-30_15-56-38,2008-03-31_20-30-38,0.8099167623421356
2008-03-31_20-30-38,2008-04-01_17-43-03,0.7614092996555683
2008-04-01_17-43-03,2008-04-02_21-20-35,0.7988692019590898
2008-04-02_21-20-35,2008-04-04_20-38-49,0.8122659176029965
2008-04-04_20-38-49,2008-04-05_04-24-23,0.7210614152202938
2008-04-05_04-24-23,2008-04-06_07-17-02,0.7350467289719625
2008-04-06_07-17-02,2008-04-07_21-11-23,0.7980955739728445
2008-04-07_21-11-23,2008-04-08_21-13-28,0.8136705149349459
2008-04-08_21-13-28,2008-04-09_00-33-53,0.7619571192963166
2008-04-09_00-33-53,2008-04-10_19-59-20,0.7671980941909473
2008-04-10_19-59-20,2008-04-11_12-42-23,0.7661512319456246
2008-04-11_12-42-23,2008-04-12_23-02-43,0.7773187633262262
2008-04-12_23-02-43,2008-04-13_22-41-27,0.7709888059701494
2008-04-13_22-41-27,2008-04-14_19-56-46,0.844233378561737
2008-04-14_19-56-46,2008-04-15_01-17-50,0.8370420624151966
2008-04-15_01-17-50,2008-04-16_15-01-48,0.8385503040353784
2008-04-16_15-01-48,2008-04-17_18-04-38,0.8115671641791044
2008-04-17_18-04-38,2008-04-19_21-57-57,0.8069520816967796
2008-04-19_21-57-57,2008-04-20_14-45-43,0.804693637077769
2008-04-20_14-45-43,2008-04-21_22-04-21,0.8049554857292487
2008-04-21_22-04-21,2008-04-22_18-07-41,0.8192262372348782
2008-04-22_18-07-41,2008-04-23_15-31-29,0.8133662046908315
2008-04-23_15-31-29,2008-04-24_19-37-11,0.8103459972862956
2008-04-24_19-37-11,2008-04-25_23-20-25,0.8290837479270317
2008-04-25_23-20-25,2008-04-26_10-14-25,0.825326492537313
2008-04-26_10-14-25,2008-04-27_22-06-24,0.8012726545842217
2008-04-27_22-06-24,2008-04-28_00-25-22,0.7669292426755113
2008-04-28_00-25-22,2008-04-29_14-11-57,0.7667219458264236
2008-04-29_14-11-57,2008-04-30_13-58-31,0.845460199004975
2008-04-30_13-58-31,2008-05-02_21-46-30,0.7889172558261326
2008-05-02_21-46-30,2008-05-03_11-35-59,0.7622741555380991
2008-05-03_11-35-59,2008-05-05_14-45-32,0.8010515603799185
2008-05-05_14-45-32,2008-05-06_19-11-41,0.8151289009497967
2008-05-06_19-11-41,2008-05-07_14-52-01,0.8146879240162823
2008-05-07_14-52-01,2008-05-08_21-49-28,0.8338219616204687
2008-05-08_21-49-28,2008-05-09_18-07-15,0.8139892642052896
2008-05-09_18-07-15,2008-05-12_14-35-56,0.8027625032731079
2008-05-12_14-35-56,2008-05-13_02-43-27,0.7458276797829035
2008-05-13_02-43-27,2008-05-14_11-51-04,0.7920641650766732
2008-05-14_11-51-04,2008-05-15_22-43-48,0.7980354745247685
2008-05-15_22-43-48,2008-05-16_17-19-03,0.7953148187407252
2008-05-16_17-19-03,2008-05-17_23-50-14,0.8140060773090242
2008-05-17_23-50-14,2008-05-18_23-05-34,0.7194055022662591
2008-05-18_23-05-34,2008-05-19_10-28-32,0.7854533734422005
2008-05-19_10-28-32,2008-05-20_20-44-08,0.7949434178484457
2008-05-20_20-44-08,2008-05-21_21-15-37,0.7880257194055023
2008-05-21_21-15-37,2008-05-22_22-05-55,0.7724297266076244
2008-05-22_22-05-55,2008-05-23_20-36-33,0.7830740687883547
2008-05-23_20-36-33,2008-05-24_21-03-53,0.7898068318236389
2008-05-24_21-03-53,2008-05-25_21-52-03,0.7687438611808358
2008-05-25_21-52-03,2008-05-26_21-33-05,0.7953504221725796
2008-05-26_21-33-05,2008-05-27_13-27-18,0.721981043339845
2008-05-27_13-27-18,2008-05-28_15-57-31,0.816065852966222
2008-05-28_15-57-31,2008-05-30_22-28-32,0.7549673573658815
2008-05-30_22-28-32,2008-05-31_18-50-17,0.794412229836584
2008-05-31_18-50-17,2008-06-01_22-36-39,0.7697206875383671
2008-06-01_22-36-39,2008-06-02_22-24-34,0.6799364157854723
2008-06-02_22-24-34,2008-06-04_22-41-14,0.7594425856300231
2008-06-04_22-41-14,2008-06-05_14-01-04,0.7750681245903901
2008-06-05_14-01-04,2008-06-06_16-11-12,0.7753402396912453
2008-06-06_16-11-12,2008-06-07_23-43-43,0.7547904394339497
2008-06-07_23-43-43,2008-06-08_20-40-33,0.7549922655041486
2008-06-08_20-40-33,2008-06-09_16-02-39,0.7321077933509379
2008-06-09_16-02-39,2008-06-10_22-39-37,0.8077391834247414
2008-06-10_22-39-37,2008-06-11_15-43-19,0.7680314580387017
2008-06-11_15-43-19,2008-06-12_20-23-03,0.7273831208257439
2008-06-12_20-23-03,2008-06-13_20-44-05,0.7577413479052822
2008-06-13_20-44-05,2008-06-14_22-11-29,0.7836546723029864
2008-06-14_22-11-29,2008-06-15_20-15-27,0.7877100732034231
2008-06-15_20-15-27,2008-06-16_14-35-57,0.7935869677286319
2008-06-16_14-35-57,2008-06-17_12-45-39,0.8173694882633948
2008-06-17_12-45-39,2008-06-18_20-01-12,0.7712135271677492
2008-06-18_20-01-12,2008-06-20_20-20-54,0.7507252243135666
2008-06-20_20-20-54,2008-06-21_23-15-43,0.7851312150037102
2008-06-21_23-15-43,2008-06-22_20-14-00,0.7988452417775028
2008-06-22_20-14-00,2008-06-23_22-31-52,0.7658177819019143
2008-06-23_22-31-52,2008-06-24_21-39-32,0.7836890401072274
2008-06-24_21-39-32,2008-06-25_20-54-45,0.7936213355328728
2008-06-25_20-54-45,2008-06-26_22-40-02,0.7721109087229304
2008-06-26_22-40-02,2008-06-27_22-31-07,0.7835458409228901
2008-06-27_22-31-07,2008-06-28_23-42-03,0.8120768464102827
2008-06-28_23-42-03,2008-06-29_06-22-40,0.6947597029564243
2008-06-29_06-22-40,2008-06-30_15-48-34,0.6861633947244149
2008-06-30_15-48-34,2008-07-01_16-09-07,0.7759225527895837
2008-07-01_16-09-07,2008-07-02_22-47-49,0.777878971868043
2008-07-02_22-47-49,2008-07-04_21-58-00,0.749715357310294
2008-07-04_21-58-00,2008-07-05_20-29-59,0.7635377280946898
2008-07-05_20-29-59,2008-07-06_17-00-49,0.8193325661680092
2008-07-06_17-00-49,2008-07-08_20-41-57,0.7408281484659943
2008-07-08_20-41-57,2008-07-09_22-04-37,0.7133968798847578
2008-07-09_22-04-37,2008-07-10_23-42-36,0.7593950353444022
2008-07-10_23-42-36,2008-07-11_23-44-50,0.7892017566520279
2008-07-11_23-44-50,2008-07-12_23-47-24,0.7731852234564712
2008-07-12_23-47-24,2008-07-13_20-39-23,0.7733026467203681
2008-07-13_20-39-23,2008-07-14_21-29-35,0.7866184448462932
2008-07-14_21-29-35,2008-07-15_22-33-13,0.7433212996389892
2008-07-15_22-33-13,2008-07-16_23-45-11,0.7358287415289123
2008-07-16_23-45-11,2008-07-17_21-32-32,0.7686997276584965
2008-07-17_21-32-32,2008-07-18_18-41-55,0.7848047259599606
2008-07-18_18-41-55,2008-07-19_22-57-00,0.7435801375928072
2008-07-19_22-57-00,2008-07-20_23-25-32,0.7246647756575554
2008-07-20_23-25-32,2008-07-21_23-05-26,0.7552862300154717
2008-07-21_23-05-26,2008-07-22_20-57-28,0.7293352421262294
2008-07-22_20-57-28,2008-07-23_08-41-08,0.7148014440433212
2008-07-23_08-41-08,2008-07-24_23-38-04,0.778727607111232
2008-07-24_23-38-04,2008-07-25_13-40-06,0.7764407006284263
2008-07-25_13-40-06,2008-07-26_23-16-33,0.8062790097988654
2008-07-26_23-16-33,2008-07-27_21-16-30,0.7604568854568853
2008-07-27_21-16-30,2008-07-28_23-49-42,0.760464355788097
2008-07-28_23-49-42,2008-07-29_19-48-30,0.7704503064215296
2008-07-29_19-48-30,2008-07-30_22-58-18,0.7969322655083481
2008-07-30_22-58-18,2008-07-31_10-34-48,0.7842744672186779
2008-07-31_10-34-48,2008-08-01_02-32-23,0.7754796163069544
2008-08-01_02-32-23,2008-08-03_22-27-50,0.785171862509992
2008-08-03_22-27-50,2008-08-04_21-30-55,0.8037871589520834
2008-08-04_21-30-55,2008-08-05_23-32-27,0.7062169312169314
2008-08-05_23-32-27,2008-08-06_18-14-38,0.7964655697745276
2008-08-06_18-14-38,2008-08-09_20-31-57,0.7873358816686052
2008-08-09_20-31-57,2008-08-10_20-46-39,0.8232240793940978
2008-08-10_20-46-39,2008-08-12_01-35-34,0.7555497518934446
2008-08-12_01-35-34,2008-08-14_21-57-43,0.7499020632018807
2008-08-14_21-57-43,2008-08-15_21-20-23,0.823419952990337
2008-08-15_21-20-23,2008-08-16_11-48-02,0.7908722904152523
2008-08-16_11-48-02,2008-08-17_14-17-48,0.7649379389974024
2008-08-17_14-17-48,2008-08-19_23-02-23,0.7784726899515697
2008-08-19_23-02-23,2008-08-20_23-30-42,0.8192454711650325
2008-08-20_23-30-42,2008-08-21_22-10-47,0.8113737268216246
2008-08-21_22-10-47,2008-08-22_11-16-52,0.753558370331679
2008-08-22_11-16-52,2008-08-23_23-15-48,0.8025939084543483
2008-08-23_23-15-48,2008-08-24_16-25-40,0.800291150382558
2008-08-24_16-25-40,2008-08-25_22-03-41,0.7984968515133049
2008-08-25_22-03-41,2008-08-26_20-09-08,0.792089080937344
2008-08-26_20-09-08,2008-08-27_22-29-43,0.8080106365298323
2008-08-27_22-29-43,2008-08-28_23-16-58,0.7763295099061522
2008-08-28_23-16-58,2008-08-29_08-37-07,0.7472577696526509
2008-08-29_08-37-07,2008-08-31_21-56-48,0.8075062552126774
2008-08-31_21-56-48,2008-09-01_15-30-49,0.7643560992184846
2008-09-01_15-30-49,2008-09-02_09-00-23,0.7562635529608007
2008-09-02_09-00-23,2008-09-03_21-54-46,0.775746455379483
2008-09-03_21-54-46,2008-09-04_16-16-47,0.7660550458715597
2008-09-04_16-16-47,2008-09-05_11-46-43,0.8233944954128442
2008-09-05_11-46-43,2008-09-06_14-52-28,0.8233289646133681
2008-09-06_14-52-28,2008-09-07_23-22-08,0.8072411533420708
2008-09-07_23-22-08,2008-09-11_19-51-11,0.8476044852191637
2008-09-11_19-51-11,2008-09-12_09-58-11,0.8231736323479444
2008-09-12_09-58-11,2008-09-13_18-27-32,0.7027008381911628
2008-09-13_18-27-32,2008-09-14_21-30-35,0.8026247689463955
2008-09-14_21-30-35,2008-09-16_21-27-59,0.7190476190476192
2008-09-16_21-27-59,2008-09-18_01-01-02,0.7971701501113263
2008-09-18_01-01-02,2008-09-19_23-43-59,0.838253250017956
2008-09-19_23-43-59,2008-09-20_18-14-13,0.7880844645550528
2008-09-20_18-14-13,2008-09-21_15-29-29,0.7665373841844431
2008-09-21_15-29-29,2008-09-22_21-34-24,0.7341732172936553
2008-09-22_21-34-24,2008-09-25_21-06-24,0.7363986013986015
2008-09-25_21-06-24,2008-09-26_23-45-20,0.7889839572192514
2008-09-26_23-45-20,2008-09-27_23-39-55,0.7347264648708691
2008-09-27_23-39-55,2008-09-28_23-39-18,0.726784476784477
2008-09-28_23-39-18,2008-09-30_22-37-29,0.7689454160042396
2008-09-30_22-37-29,2008-10-02_13-30-31,0.8161455573220281
2008-10-02_13-30-31,2008-10-04_16-40-17,0.7889852116267212
2008-10-04_16-40-17,2008-10-05_18-39-31,0.8316845147033826
