Version1,Version2,Hungarian
2007-10-22_15-53-34,2007-10-29_21-21-27,0.6040084388185653
2007-10-29_21-21-27,2007-10-30_19-54-39,0.6505839907050694
2007-10-30_19-54-39,2007-11-02_23-31-10,0.6047154749686393
2007-11-02_23-31-10,2007-11-04_15-57-35,0.6411221347930207
2007-11-04_15-57-35,2007-11-05_23-09-03,0.6544479606188465
2007-11-05_23-09-03,2007-11-06_11-34-03,0.6373359118612282
2007-11-06_11-34-03,2007-11-07_16-01-28,0.5810007725678968
2007-11-07_16-01-28,2007-11-08_21-11-43,0.5775388705855151
2007-11-08_21-11-43,2007-11-10_03-24-21,0.6180856597884513
2007-11-10_03-24-21,2007-11-11_06-35-41,0.6529994496422675
2007-11-11_06-35-41,2007-11-12_21-21-35,0.6254981247069855
2007-11-12_21-21-35,2007-11-13_22-23-57,0.6498769338959213
2007-11-13_22-23-57,2007-11-14_23-48-35,0.588022759601707
2007-11-14_23-48-35,2007-11-15_17-47-45,0.5541676129911425
2007-11-15_17-47-45,2007-11-16_20-35-30,0.6021568627450978
2007-11-16_20-35-30,2007-11-17_19-11-05,0.6311524609843938
2007-11-17_19-11-05,2007-11-18_22-56-25,0.5855567027115144
2007-11-18_22-56-25,2007-11-19_09-04-22,0.6452561347958838
2007-11-19_09-04-22,2007-11-22_21-41-14,0.5936358447488584
2007-11-22_21-41-14,2007-11-23_23-39-01,0.5582559807911922
2007-11-23_23-39-01,2007-11-24_04-49-07,0.5970034246575344
2007-11-24_04-49-07,2007-11-25_12-53-25,0.5771366730270842
2007-11-25_12-53-25,2007-11-26_18-29-52,0.6701217701217701
2007-11-26_18-29-52,2007-11-27_09-42-33,0.6294921294921294
2007-11-27_09-42-33,2007-11-28_19-25-32,0.5795218295218293
2007-11-28_19-25-32,2007-11-29_08-17-45,0.592570303096619
2007-11-29_08-17-45,2007-11-30_07-29-05,0.6420073920073922
2007-11-30_07-29-05,2007-12-02_08-56-53,0.6245389580451823
2007-12-02_08-56-53,2007-12-03_10-45-14,0.6649803899278125
2007-12-03_10-45-14,2007-12-04_21-44-52,0.6212982436196216
2007-12-04_21-44-52,2007-12-09_10-07-39,0.6140525587828491
2007-12-09_10-07-39,2007-12-10_08-40-29,0.6546887966804984
2007-12-10_08-40-29,2007-12-11_13-15-11,0.6365698478561548
2007-12-11_13-15-11,2007-12-13_00-15-50,0.6139089410561023
2007-12-13_00-15-50,2007-12-16_17-22-33,0.6533164952793314
2007-12-16_17-22-33,2007-12-20_21-11-38,0.5898852185159241
2007-12-20_21-11-38,2007-12-21_22-18-16,0.5857088969122164
2007-12-21_22-18-16,2007-12-22_19-57-28,0.6077467218771566
2007-12-22_19-57-28,2007-12-23_02-36-51,0.6030883367839888
2007-12-23_02-36-51,2007-12-24_17-33-56,0.5904434873705039
2007-12-24_17-33-56,2007-12-25_16-08-53,0.585185185185185
2007-12-25_16-08-53,2007-12-26_21-49-33,0.6221673525377227
2007-12-26_21-49-33,2007-12-28_17-04-42,0.657914565582797
2007-12-28_17-04-42,2007-12-29_02-16-23,0.645018257694314
2007-12-29_02-16-23,2007-12-30_20-13-39,0.6330775219664108
2007-12-30_20-13-39,2008-01-02_19-55-04,0.6394450005561115
2008-01-02_19-55-04,2008-01-03_12-13-42,0.6395284173061949
2008-01-03_12-13-42,2008-01-04_20-10-51,0.636942498053609
2008-01-04_20-10-51,2008-01-05_03-26-41,0.6030731651897296
2008-01-05_03-26-41,2008-01-06_06-27-17,0.5723049956178793
2008-01-06_06-27-17,2008-01-07_19-06-47,0.5999521950442198
2008-01-07_19-06-47,2008-01-08_20-32-12,0.6045708284972091
2008-01-08_20-32-12,2008-01-09_23-00-00,0.6647874868733766
2008-01-09_23-00-00,2008-01-11_20-52-45,0.6496435085392144
2008-01-11_20-52-45,2008-01-13_18-43-50,0.6070347333076458
2008-01-13_18-43-50,2008-01-14_16-10-11,0.6346397313810754
2008-01-14_16-10-11,2008-01-17_11-05-09,0.6063108556761432
2008-01-17_11-05-09,2008-01-18_20-41-24,0.6038839964430167
2008-01-18_20-41-24,2008-01-19_11-27-11,0.6405288876113826
2008-01-19_11-27-11,2008-01-23_18-48-26,0.6300170068027211
2008-01-23_18-48-26,2008-01-24_22-49-15,0.6427154195011339
2008-01-24_22-49-15,2008-01-25_22-46-34,0.6337562051847765
2008-01-25_22-46-34,2008-01-27_23-41-34,0.6047710976282403
2008-01-27_23-41-34,2008-01-28_22-57-10,0.6016550522648083
2008-01-28_22-57-10,2008-01-29_10-33-34,0.6274970963995357
2008-01-29_10-33-34,2008-02-01_23-25-32,0.5831924723912553
2008-02-01_23-25-32,2008-02-02_19-05-36,0.62151197850995
2008-02-02_19-05-36,2008-02-03_23-52-41,0.5990625513952086
2008-02-03_23-52-41,2008-02-04_13-23-53,0.5658033386944706
2008-02-04_13-23-53,2008-02-07_22-44-27,0.6329931784149521
2008-02-07_22-44-27,2008-02-08_18-24-54,0.5955232392358141
2008-02-08_18-24-54,2008-02-09_11-39-00,0.6297681159420291
2008-02-09_11-39-00,2008-02-10_19-44-20,0.5923513513513515
2008-02-10_19-44-20,2008-02-11_18-10-06,0.6733783783783782
2008-02-11_18-10-06,2008-02-12_19-01-34,0.6474054054054051
2008-02-12_19-01-34,2008-02-13_18-10-46,0.6054794520547945
2008-02-13_18-10-46,2008-02-14_20-37-54,0.6029315068493148
2008-02-14_20-37-54,2008-02-15_16-20-26,0.6095071767723629
2008-02-15_16-20-26,2008-02-16_23-40-47,0.5344644461995154
2008-02-16_23-40-47,2008-02-17_15-14-04,0.5714899790446512
2008-02-17_15-14-04,2008-02-18_23-24-46,0.5945189592577652
2008-02-18_23-24-46,2008-02-19_23-42-22,0.5971197752019671
2008-02-19_23-42-22,2008-02-20_22-57-24,0.574241260084518
2008-02-20_22-57-24,2008-02-21_04-35-14,0.6469698424894351
2008-02-21_04-35-14,2008-02-22_23-21-31,0.610113330772186
2008-02-22_23-21-31,2008-02-23_12-22-17,0.6328710462287103
2008-02-23_12-22-17,2008-02-24_23-32-36,0.5981081081081078
2008-02-24_23-32-36,2008-02-25_23-24-32,0.6387320574162676
2008-02-25_23-24-32,2008-02-26_21-13-17,0.5676818201938824
2008-02-26_21-13-17,2008-02-27_21-42-13,0.5384666460094726
2008-02-27_21-42-13,2008-02-28_21-30-22,0.6581529051987768
2008-02-28_21-30-22,2008-02-29_07-46-19,0.5989724770642204
2008-02-29_07-46-19,2008-03-01_19-29-56,0.6343643512450854
2008-03-01_19-29-56,2008-03-02_19-57-53,0.6359370904325036
2008-03-02_19-57-53,2008-03-05_22-01-45,0.5967889908256881
2008-03-05_22-01-45,2008-03-06_16-26-12,0.6351279575084502
2008-03-06_16-26-12,2008-03-12_23-19-35,0.6118386326504965
2008-03-12_23-19-35,2008-03-17_22-01-42,0.5483564054992629
2008-03-17_22-01-42,2008-03-18_03-13-25,0.6429424234302282
2008-03-18_03-13-25,2008-03-19_23-37-32,0.61041393063865
2008-03-19_23-37-32,2008-03-20_21-19-35,0.5301327885597551
2008-03-20_21-19-35,2008-03-21_21-22-24,0.5695962238982099
2008-03-21_21-22-24,2008-03-22_17-46-43,0.6134983297904649
2008-03-22_17-46-43,2008-03-23_23-40-18,0.6319444444444446
2008-03-23_23-40-18,2008-03-24_21-19-51,0.6580056179775284
2008-03-24_21-19-51,2008-03-25_14-15-39,0.5952751817237799
2008-03-25_14-15-39,2008-03-26_20-06-24,0.6149799732977305
2008-03-26_20-06-24,2008-03-27_22-45-44,0.604525332021643
2008-03-27_22-45-44,2008-03-28_22-11-49,0.6509591736350224
2008-03-28_22-11-49,2008-03-29_17-59-27,0.5542272191673212
2008-03-29_17-59-27,2008-03-30_15-56-38,0.633178286648947
2008-03-30_15-56-38,2008-03-31_20-30-38,0.646592039800995
2008-03-31_20-30-38,2008-04-01_17-43-03,0.5545771144278606
2008-04-01_17-43-03,2008-04-02_21-20-35,0.6471751859471438
2008-04-02_21-20-35,2008-04-04_20-38-49,0.650920504299204
2008-04-04_20-38-49,2008-04-05_04-24-23,0.5868390731020358
2008-04-05_04-24-23,2008-04-06_07-17-02,0.5647676353859943
2008-04-06_07-17-02,2008-04-07_21-11-23,0.5965142712806266
2008-04-07_21-11-23,2008-04-08_21-13-28,0.6335451713395639
2008-04-08_21-13-28,2008-04-09_00-33-53,0.5577819314641744
2008-04-09_00-33-53,2008-04-10_19-59-20,0.611448598130841
2008-04-10_19-59-20,2008-04-11_12-42-23,0.6289335552426066
2008-04-11_12-42-23,2008-04-12_23-02-43,0.5705412809370867
2008-04-12_23-02-43,2008-04-13_22-41-27,0.537053655771774
2008-04-13_22-41-27,2008-04-14_19-56-46,0.6087313432835819
2008-04-14_19-56-46,2008-04-15_01-17-50,0.5603233830845772
2008-04-15_01-17-50,2008-04-16_15-01-48,0.5899201177212527
2008-04-16_15-01-48,2008-04-17_18-04-38,0.6448745854063018
2008-04-17_18-04-38,2008-04-19_21-57-57,0.6219781374816061
2008-04-19_21-57-57,2008-04-20_14-45-43,0.6269707799033002
2008-04-20_14-45-43,2008-04-21_22-04-21,0.6258689429564506
2008-04-21_22-04-21,2008-04-22_18-07-41,0.6386730729912081
2008-04-22_18-07-41,2008-04-23_15-31-29,0.6317470864853811
2008-04-23_15-31-29,2008-04-24_19-37-11,0.6095703912868092
2008-04-24_19-37-11,2008-04-25_23-20-25,0.6489836999214452
2008-04-25_23-20-25,2008-04-26_10-14-25,0.5857472505891593
2008-04-26_10-14-25,2008-04-27_22-06-24,0.6371801705756929
2008-04-27_22-06-24,2008-04-28_00-25-22,0.6064199550194233
2008-04-28_00-25-22,2008-04-29_14-11-57,0.598479123370489
2008-04-29_14-11-57,2008-04-30_13-58-31,0.5421075004723218
2008-04-30_13-58-31,2008-05-02_21-46-30,0.6646455223880595
2008-05-02_21-46-30,2008-05-03_11-35-59,0.6446695095948827
2008-05-03_11-35-59,2008-05-05_14-45-32,0.6133262260127929
2008-05-05_14-45-32,2008-05-06_19-11-41,0.5751891228787569
2008-05-06_19-11-41,2008-05-07_14-52-01,0.6481696248487291
2008-05-07_14-52-01,2008-05-08_21-49-28,0.6428499394917303
2008-05-08_21-49-28,2008-05-09_18-07-15,0.6511194029850745
2008-05-09_18-07-15,2008-05-12_14-35-56,0.6233108108108107
2008-05-12_14-35-56,2008-05-13_02-43-27,0.5842920812603647
2008-05-13_02-43-27,2008-05-14_11-51-04,0.595081148564295
2008-05-14_11-51-04,2008-05-15_22-43-48,0.6196004993757807
2008-05-15_22-43-48,2008-05-16_17-19-03,0.5925042327227955
2008-05-16_17-19-03,2008-05-17_23-50-14,0.6216469278267034
2008-05-17_23-50-14,2008-05-18_23-05-34,0.5763752579395038
2008-05-18_23-05-34,2008-05-19_10-28-32,0.6520794537554315
2008-05-19_10-28-32,2008-05-20_20-44-08,0.6096885992137387
2008-05-20_20-44-08,2008-05-21_21-15-37,0.6251999895087472
2008-05-21_21-15-37,2008-05-22_22-05-55,0.5804542947400089
2008-05-22_22-05-55,2008-05-23_20-36-33,0.6070358213215359
2008-05-23_20-36-33,2008-05-24_21-03-53,0.5461919033347602
2008-05-24_21-03-53,2008-05-25_21-52-03,0.6111266424377969
2008-05-25_21-52-03,2008-05-26_21-33-05,0.5968434696419038
2008-05-26_21-33-05,2008-05-27_13-27-18,0.5757454871846017
2008-05-27_13-27-18,2008-05-28_15-57-31,0.5773661114989528
2008-05-28_15-57-31,2008-05-30_22-28-32,0.638692672641012
2008-05-30_22-28-32,2008-05-31_18-50-17,0.636768581971534
2008-05-31_18-50-17,2008-06-01_22-36-39,0.5682534877267338
2008-06-01_22-36-39,2008-06-02_22-24-34,0.6006583506583509
2008-06-02_22-24-34,2008-06-04_22-41-14,0.6084045654429567
2008-06-04_22-41-14,2008-06-05_14-01-04,0.6454617322990267
2008-06-05_14-01-04,2008-06-06_16-11-12,0.5745837244923169
2008-06-06_16-11-12,2008-06-07_23-43-43,0.6371247648570597
2008-06-07_23-43-43,2008-06-08_20-40-33,0.6403944691917504
2008-06-08_20-40-33,2008-06-09_16-02-39,0.6296506744404367
2008-06-09_16-02-39,2008-06-10_22-39-37,0.6370634080631195
2008-06-10_22-39-37,2008-06-11_15-43-19,0.5929712306360052
2008-06-11_15-43-19,2008-06-12_20-23-03,0.5922384132766646
2008-06-12_20-23-03,2008-06-13_20-44-05,0.587599463138721
2008-06-13_20-44-05,2008-06-14_22-11-29,0.6145863292110056
2008-06-14_22-11-29,2008-06-15_20-15-27,0.5977321121629597
2008-06-15_20-15-27,2008-06-16_14-35-57,0.6143240234770292
2008-06-16_14-35-57,2008-06-17_12-45-39,0.6466049382716051
2008-06-17_12-45-39,2008-06-18_20-01-12,0.6317838161539038
2008-06-18_20-01-12,2008-06-20_20-20-54,0.5885420565411584
2008-06-20_20-20-54,2008-06-21_23-15-43,0.5835267110811688
2008-06-21_23-15-43,2008-06-22_20-14-00,0.6310602090974874
2008-06-22_20-14-00,2008-06-23_22-31-52,0.6164743978951629
2008-06-23_22-31-52,2008-06-24_21-39-32,0.6187339371709459
2008-06-24_21-39-32,2008-06-25_20-54-45,0.6320829025747059
2008-06-25_20-54-45,2008-06-26_22-40-02,0.6319144856677213
2008-06-26_22-40-02,2008-06-27_22-31-07,0.6113747483462755
2008-06-27_22-31-07,2008-06-28_23-42-03,0.620355815056017
2008-06-28_23-42-03,2008-06-29_06-22-40,0.5730059142323867
2008-06-29_06-22-40,2008-06-30_15-48-34,0.5953810519687873
2008-06-30_15-48-34,2008-07-01_16-09-07,0.6008052919183203
2008-07-01_16-09-07,2008-07-02_22-47-49,0.6080912664174098
2008-07-02_22-47-49,2008-07-04_21-58-00,0.5440182735319312
2008-07-04_21-58-00,2008-07-05_20-29-59,0.6324593128390595
2008-07-05_20-29-59,2008-07-06_17-00-49,0.611352481153566
2008-07-06_17-00-49,2008-07-08_20-41-57,0.6380581443872584
2008-07-08_20-41-57,2008-07-09_22-04-37,0.531367366810405
2008-07-09_22-04-37,2008-07-10_23-42-36,0.6340261091431544
2008-07-10_23-42-36,2008-07-11_23-44-50,0.5767544402883399
2008-07-11_23-44-50,2008-07-12_23-47-24,0.5633863138859807
2008-07-12_23-47-24,2008-07-13_20-39-23,0.6222042447891881
2008-07-13_20-39-23,2008-07-14_21-29-35,0.6428327061238449
2008-07-14_21-29-35,2008-07-15_22-33-13,0.5736138109784326
2008-07-15_22-33-13,2008-07-16_23-45-11,0.6015458668888279
2008-07-16_23-45-11,2008-07-17_21-32-32,0.6282320226363554
2008-07-17_21-32-32,2008-07-18_18-41-55,0.5993755488340332
2008-07-18_18-41-55,2008-07-19_22-57-00,0.5854717533417899
2008-07-19_22-57-00,2008-07-20_23-25-32,0.6135813188319708
2008-07-20_23-25-32,2008-07-21_23-05-26,0.6373401078575573
2008-07-21_23-05-26,2008-07-22_20-57-28,0.5960467085617515
2008-07-22_20-57-28,2008-07-23_08-41-08,0.6181227436823111
2008-07-23_08-41-08,2008-07-24_23-38-04,0.6237327530784833
2008-07-24_23-38-04,2008-07-25_13-40-06,0.6257771760930612
2008-07-25_13-40-06,2008-07-26_23-16-33,0.6231393106176751
2008-07-26_23-16-33,2008-07-27_21-16-30,0.5818415818415817
2008-07-27_21-16-30,2008-07-28_23-49-42,0.5637204522096607
2008-07-28_23-49-42,2008-07-29_19-48-30,0.5841771027622348
2008-07-29_19-48-30,2008-07-30_22-58-18,0.5908162359001686
2008-07-30_22-58-18,2008-07-31_10-34-48,0.6495443645083934
2008-07-31_10-34-48,2008-08-01_02-32-23,0.6406614967766046
2008-08-01_02-32-23,2008-08-03_22-27-50,0.6556339344109128
2008-08-03_22-27-50,2008-08-04_21-30-55,0.6001121180977295
2008-08-04_21-30-55,2008-08-05_23-32-27,0.5706904761904763
2008-08-05_23-32-27,2008-08-06_18-14-38,0.617867154174284
2008-08-06_18-14-38,2008-08-09_20-31-57,0.6177406025393802
2008-08-09_20-31-57,2008-08-10_20-46-39,0.5777196676925928
2008-08-10_20-46-39,2008-08-12_01-35-34,0.5715409714669195
2008-08-12_01-35-34,2008-08-14_21-57-43,0.6383603264927774
2008-08-14_21-57-43,2008-08-15_21-20-23,0.6197921678052539
2008-08-15_21-20-23,2008-08-16_11-48-02,0.6088954103723662
2008-08-16_11-48-02,2008-08-17_14-17-48,0.6030652876211464
2008-08-17_14-17-48,2008-08-19_23-02-23,0.5539990859232174
2008-08-19_23-02-23,2008-08-20_23-30-42,0.5513482632541133
2008-08-20_23-30-42,2008-08-21_22-10-47,0.6159395227036913
2008-08-21_22-10-47,2008-08-22_11-16-52,0.6197934680567222
2008-08-22_11-16-52,2008-08-23_23-15-48,0.6322064011123412
2008-08-23_23-15-48,2008-08-24_16-25-40,0.6542214898164125
2008-08-24_16-25-40,2008-08-25_22-03-41,0.5907982937233394
2008-08-25_22-03-41,2008-08-26_20-09-08,0.6238691229550464
2008-08-26_20-09-08,2008-08-27_22-29-43,0.6427403059751758
2008-08-27_22-29-43,2008-08-28_23-16-58,0.5673261621206299
2008-08-28_23-16-58,2008-08-29_08-37-07,0.609779334140124
2008-08-29_08-37-07,2008-08-31_21-56-48,0.6395735184726011
2008-08-31_21-56-48,2008-09-01_15-30-49,0.6312161844271938
2008-09-01_15-30-49,2008-09-02_09-00-23,0.639825923312162
2008-09-02_09-00-23,2008-09-03_21-54-46,0.63302752293578
2008-09-03_21-54-46,2008-09-04_16-16-47,0.639217125382263
2008-09-04_16-16-47,2008-09-05_11-46-43,0.6496366019301801
2008-09-05_11-46-43,2008-09-06_14-52-28,0.6374121291552484
2008-09-06_14-52-28,2008-09-07_23-22-08,0.6402935779816513
2008-09-07_23-22-08,2008-09-11_19-51-11,0.663692346361694
2008-09-11_19-51-11,2008-09-12_09-58-11,0.6342346692419122
2008-09-12_09-58-11,2008-09-13_18-27-32,0.5596314827287597
2008-09-13_18-27-32,2008-09-14_21-30-35,0.6361342858570215
2008-09-14_21-30-35,2008-09-16_21-27-59,0.5773190773190776
2008-09-16_21-27-59,2008-09-18_01-01-02,0.6531847781847786
2008-09-18_01-01-02,2008-09-19_23-43-59,0.6371082621082622
2008-09-19_23-43-59,2008-09-20_18-14-13,0.6580508693184753
2008-09-20_18-14-13,2008-09-21_15-29-29,0.6477325491410002
2008-09-21_15-29-29,2008-09-22_21-34-24,0.6063534491621261
2008-09-22_21-34-24,2008-09-25_21-06-24,0.5758514724711904
2008-09-25_21-06-24,2008-09-26_23-45-20,0.6213572343149807
2008-09-26_23-45-20,2008-09-27_23-39-55,0.5970278423421201
2008-09-27_23-39-55,2008-09-28_23-39-18,0.5947673701098358
2008-09-28_23-39-18,2008-09-30_22-37-29,0.6123243243243244
2008-09-30_22-37-29,2008-10-02_13-30-31,0.5615615615615617
2008-10-02_13-30-31,2008-10-04_16-40-17,0.5916166166166166
2008-10-04_16-40-17,2008-10-05_18-39-31,0.6203453453453452
